School,Sex,Age,Area Type,Reason,Study Time,Failed,Workday Alcohol Consumption,Weekly Alcohol Consumption,Health Status,# of Class Absent,FamilyInfoSK,StudentInfoSK
Gabriel Pereira,Male,15,Urban,School Reputation,Less than 2 hours,0,Very Low,Low,High,2,111,69
Gabriel Pereira,Female,15,Urban,Course Preference,2 to 5 hours,0,Very Low,Low,Very Low,0,112,98
Gabriel Pereira,Male,15,Urban,Close to Home,More than 10 hours,0,Very Low,Low,Very High,6,44,271
Gabriel Pereira,Female,16,Urban,Course Preference,2 to 5 hours,0,Very Low,Low,Very High,2,113,249
Gabriel Pereira,Male,16,Urban,Course Preference,Less than 2 hours,0,Very Low,High,Very High,4,114,23
Gabriel Pereira,Female,16,Urban,Close to Home,2 to 5 hours,0,Very Low,Very Low,Very High,0,73,104
Gabriel Pereira,Male,15,Urban,Close to Home,Less than 2 hours,0,Normal,Low,Very High,2,115,100
Gabriel Pereira,Female,15,Urban,Close to Home,2 to 5 hours,0,Very Low,Very Low,Very Low,0,116,101
Gabriel Pereira,Female,19,Urban,Course Preference,2 to 5 hours,2,Very Low,Very Low,Very High,0,117,102
Gabriel Pereira,Male,16,Rural,Course Preference,Less than 2 hours,0,Low,Very High,High,8,119,18
Gabriel Pereira,Male,16,Urban,Course Preference,5 to 10 hours,0,Low,Low,Very Low,4,327,272
Gabriel Pereira,Female,15,Rural,Course Preference,5 to 10 hours,0,Low,Low,Very High,0,120,103
Gabriel Pereira,Female,18,Urban,School Reputation,2 to 5 hours,3,Very Low,Normal,Very High,10,269,273
Gabriel Pereira,Female,17,Urban,Course Preference,Less than 2 hours,0,Very Low,Low,Very High,8,328,175
Gabriel Pereira,Female,15,Urban,Course Preference,Less than 2 hours,0,Very Low,Low,High,6,121,38
Gabriel Pereira,Female,17,Urban,Course Preference,Less than 2 hours,0,Very Low,Normal,Very High,2,122,104
Gabriel Pereira,Female,16,Urban,Course Preference,Less than 2 hours,0,Very Low,High,Very High,12,123,105
Gabriel Pereira,Male,16,Urban,Course Preference,Less than 2 hours,0,Very Low,Very Low,Low,4,329,274
Gabriel Pereira,Female,16,Urban,Close to Home,Less than 2 hours,1,Very Low,Very Low,Very High,12,330,74
Gabriel Pereira,Male,15,Rural,Course Preference,2 to 5 hours,0,Very Low,Very Low,Very High,2,124,106
Gabriel Pereira,Female,15,Urban,Course Preference,5 to 10 hours,0,Very Low,Very Low,Very High,4,125,107
Gabriel Pereira,Male,17,Rural,Course Preference,2 to 5 hours,0,Low,High,Very High,2,126,108
Gabriel Pereira,Female,16,Rural,Course Preference,2 to 5 hours,0,Very Low,Very Low,Normal,0,145,76
Gabriel Pereira,Male,18,Urban,Course Preference,Less than 2 hours,0,High,Very High,High,2,331,146
Gabriel Pereira,Female,18,Urban,Course Preference,5 to 10 hours,0,Very High,Very Low,Very High,10,332,38
Gabriel Pereira,Female,16,Rural,School Reputation,Less than 2 hours,0,Very Low,Low,Very Low,8,333,275
Gabriel Pereira,Female,16,Urban,Course Preference,Less than 2 hours,0,Very Low,Very Low,Very High,4,127,109
Gabriel Pereira,Male,16,Urban,Course Preference,2 to 5 hours,2,Very Low,Normal,Very High,0,128,110
Gabriel Pereira,Female,15,Urban,Course Preference,Less than 2 hours,0,Very Low,Very Low,Very High,6,30,111
Gabriel Pereira,Female,15,Rural,Course Preference,Less than 2 hours,1,Very Low,Very Low,Very Low,2,244,173
Gabriel Pereira,Male,15,Urban,Course Preference,More than 10 hours,0,Very Low,Very Low,Normal,6,129,112
Gabriel Pereira,Female,15,Urban,Close to Home,2 to 5 hours,0,Low,Normal,Very Low,24,334,276
Gabriel Pereira,Male,16,Urban,Course Preference,5 to 10 hours,0,Very Low,Normal,Very High,0,212,40
Gabriel Pereira,Male,16,Urban,School Reputation,Less than 2 hours,0,Low,Low,Low,4,130,40
Gabriel Pereira,Female,15,Urban,Course Preference,5 to 10 hours,0,Very Low,Very Low,Very High,2,131,12
Gabriel Pereira,Female,16,Urban,Course Preference,Less than 2 hours,0,Normal,Normal,Very Low,4,132,7
Gabriel Pereira,Male,17,Urban,Close to Home,Less than 2 hours,0,Very Low,Low,Very High,22,133,114
Gabriel Pereira,Female,15,Urban,Course Preference,2 to 5 hours,0,Very Low,Low,Very High,0,134,277
Gabriel Pereira,Female,15,Urban,Close to Home,Less than 2 hours,0,Very Low,Very Low,Very High,0,335,278
Gabriel Pereira,Female,15,Urban,Close to Home,2 to 5 hours,1,Very Low,Very Low,Normal,2,135,115
Gabriel Pereira,Female,15,Urban,Course Preference,2 to 5 hours,0,Very Low,Very Low,Very High,6,136,279
Gabriel Pereira,Female,15,Urban,Course Preference,2 to 5 hours,0,Low,High,Very Low,6,336,280
Gabriel Pereira,Male,16,Urban,Course Preference,Less than 2 hours,0,Low,Very Low,Very High,16,119,117
Gabriel Pereira,Male,15,Urban,Course Preference,Less than 2 hours,0,Low,Very High,Very High,0,137,118
Gabriel Pereira,Male,18,Urban,Course Preference,Less than 2 hours,2,Low,Very High,High,0,138,119
Gabriel Pereira,Male,16,Urban,Course Preference,Less than 2 hours,1,Normal,Very High,Very High,6,139,120
Gabriel Pereira,Female,15,Rural,School Reputation,5 to 10 hours,0,Low,Normal,Normal,2,140,121
Gabriel Pereira,Male,19,Urban,Close to Home,Less than 2 hours,0,Very Low,Very Low,High,6,141,122
Gabriel Pereira,Female,17,Urban,Course Preference,Less than 2 hours,0,Very Low,Very Low,High,0,142,123
Gabriel Pereira,Male,15,Rural,Course Preference,2 to 5 hours,0,Very Low,Very Low,Very Low,0,143,124
Gabriel Pereira,Male,17,Rural,School Reputation,Less than 2 hours,3,Normal,Normal,Very High,14,144,125
Gabriel Pereira,Female,18,Rural,Course Preference,Less than 2 hours,3,Very Low,Very High,High,6,145,126
Gabriel Pereira,Male,16,Rural,Course Preference,Less than 2 hours,0,Very Low,Low,Normal,4,40,127
Gabriel Pereira,Male,16,Urban,Course Preference,2 to 5 hours,1,High,High,Very High,0,146,281
Gabriel Pereira,Male,16,Urban,Course Preference,Less than 2 hours,2,Normal,Very High,Very High,0,337,197
Gabriel Pereira,Male,17,Rural,Course Preference,Less than 2 hours,1,Low,Low,Very High,8,147,282
Gabriel Pereira,Male,17,Rural,Course Preference,2 to 5 hours,2,Very Low,High,Normal,4,148,130
Gabriel Pereira,Male,15,Urban,Course Preference,Less than 2 hours,0,Low,High,Very High,2,149,54
Gabriel Pereira,Male,16,Urban,Course Preference,Less than 2 hours,1,Very Low,High,Low,2,150,131
Gabriel Pereira,Male,17,Rural,Course Preference,2 to 5 hours,0,Very Low,Very High,Very High,0,151,132
Gabriel Pereira,Male,17,Urban,Course Preference,Less than 2 hours,3,Very Low,Very Low,Low,10,152,133
Gabriel Pereira,Male,16,Urban,Course Preference,2 to 5 hours,0,Low,High,High,0,153,134
Gabriel Pereira,Female,16,Urban,Close to Home,2 to 5 hours,0,Very Low,Very Low,Normal,0,154,260
Gabriel Pereira,Female,16,Urban,Close to Home,2 to 5 hours,0,Very Low,Very Low,High,0,73,283
Gabriel Pereira,Female,16,Urban,School Reputation,2 to 5 hours,0,Very Low,Very Low,Normal,0,155,284
Gabriel Pereira,Male,16,Urban,Course Preference,Less than 2 hours,1,Low,High,Low,4,111,137
Gabriel Pereira,Male,16,Urban,School Reputation,2 to 5 hours,0,Very Low,Very Low,Normal,0,156,149
Gabriel Pereira,Male,17,Urban,School Reputation,2 to 5 hours,0,Very Low,Normal,Very High,0,157,23
Gabriel Pereira,Female,16,Urban,Close to Home,2 to 5 hours,0,Very Low,Very Low,Normal,0,158,139
Gabriel Pereira,Female,16,Urban,School Reputation,2 to 5 hours,0,Very Low,Very Low,High,0,159,285
Gabriel Pereira,Male,17,Urban,Course Preference,2 to 5 hours,0,High,High,High,0,160,23
Gabriel Pereira,Female,16,Urban,School Reputation,2 to 5 hours,0,Very Low,High,Very High,0,118,286
Gabriel Pereira,Male,17,Urban,School Reputation,2 to 5 hours,0,Very Low,High,High,4,5,84
Gabriel Pereira,Male,16,Rural,Other,Less than 2 hours,0,Normal,High,Normal,8,161,107
Gabriel Pereira,Male,17,Urban,Course Preference,2 to 5 hours,0,Very Low,Very Low,Low,4,162,144
Gabriel Pereira,Male,16,Urban,Close to Home,2 to 5 hours,0,Low,Normal,Normal,4,163,143
Gabriel Pereira,Male,16,Urban,Close to Home,2 to 5 hours,0,Very Low,Low,Normal,0,164,142
Gabriel Pereira,Female,17,Urban,School Reputation,2 to 5 hours,0,Low,Normal,Very High,0,165,145
Gabriel Pereira,Female,17,Urban,School Reputation,2 to 5 hours,0,Low,Normal,Very Low,32,34,107
Gabriel Pereira,Female,16,Urban,School Reputation,2 to 5 hours,0,Very Low,Low,Very Low,8,166,175
Gabriel Pereira,Male,17,Urban,Other,2 to 5 hours,0,Low,Normal,High,6,167,146
Gabriel Pereira,Male,16,Urban,Other,Less than 2 hours,0,Very Low,Low,Normal,0,168,107
Gabriel Pereira,Male,16,Urban,Course Preference,2 to 5 hours,0,Very Low,Low,Very High,0,169,142
Gabriel Pereira,Female,17,Urban,School Reputation,2 to 5 hours,0,Very Low,Normal,Normal,10,170,148
Gabriel Pereira,Male,17,Rural,Close to Home,2 to 5 hours,0,Very Low,Very High,Normal,6,171,76
Gabriel Pereira,Female,16,Urban,Course Preference,2 to 5 hours,0,Very Low,Very Low,Low,6,172,63
Gabriel Pereira,Female,17,Urban,Course Preference,2 to 5 hours,0,Very Low,Very Low,Normal,0,173,40
Gabriel Pereira,Male,17,Urban,Other,2 to 5 hours,0,High,Very High,Very High,16,174,286
Gabriel Pereira,Male,16,Rural,School Reputation,Less than 2 hours,0,Normal,High,Very High,0,167,111
Gabriel Pereira,Male,16,Urban,Close to Home,Less than 2 hours,0,Very Low,Very Low,Normal,0,175,63
Gabriel Pereira,Female,17,Urban,Course Preference,2 to 5 hours,0,Very Low,Very Low,Very High,8,176,149
Gabriel Pereira,Male,17,Urban,Close to Home,Less than 2 hours,0,Very Low,Low,Very High,4,177,53
Gabriel Pereira,Male,16,Rural,Close to Home,Less than 2 hours,0,Normal,Very High,Normal,16,178,80
Gabriel Pereira,Female,17,Urban,Close to Home,Less than 2 hours,1,Low,Normal,Low,30,179,151
Gabriel Pereira,Female,16,Urban,School Reputation,2 to 5 hours,0,Very Low,Low,Normal,0,180,93
Gabriel Pereira,Female,16,Urban,Close to Home,2 to 5 hours,0,Very Low,Very High,Low,2,181,153
Gabriel Pereira,Female,16,Urban,School Reputation,2 to 5 hours,0,Very Low,Normal,High,4,182,287
Gabriel Pereira,Female,17,Urban,Course Preference,2 to 5 hours,0,Very Low,Normal,Very Low,0,183,288
Gabriel Pereira,Female,17,Rural,School Reputation,Less than 2 hours,0,Very Low,Low,Normal,21,73,115
Gabriel Pereira,Female,16,Rural,School Reputation,More than 10 hours,0,Very Low,Very Low,Very High,6,184,218
Gabriel Pereira,Female,17,Urban,Close to Home,5 to 10 hours,1,Normal,High,Very High,14,185,157
Gabriel Pereira,Female,16,Urban,Course Preference,2 to 5 hours,0,Low,Low,High,2,186,63
Gabriel Pereira,Female,16,Urban,Other,2 to 5 hours,0,Very Low,Very Low,Very Low,4,187,149
Gabriel Pereira,Female,16,Urban,Close to Home,Less than 2 hours,0,Very Low,High,Very High,2,121,243
Gabriel Pereira,Female,17,Rural,School Reputation,5 to 10 hours,0,Very Low,Very Low,High,0,21,94
Gabriel Pereira,Female,19,Urban,School Reputation,More than 10 hours,0,Very Low,Low,Normal,4,188,40
Gabriel Pereira,Male,17,Urban,Close to Home,2 to 5 hours,0,High,Very High,Normal,15,189,289
Gabriel Pereira,Female,16,Urban,School Reputation,2 to 5 hours,0,Very Low,Very Low,High,0,190,255
Gabriel Pereira,Male,18,Urban,Close to Home,2 to 5 hours,0,Low,High,Very High,10,191,23
Gabriel Pereira,Female,17,Rural,Other,Less than 2 hours,0,Very Low,Low,Normal,6,189,274
Gabriel Pereira,Female,17,Urban,School Reputation,2 to 5 hours,0,Very Low,Normal,Very Low,2,192,7
Gabriel Pereira,Female,17,Urban,School Reputation,2 to 5 hours,0,Low,High,Very Low,16,193,290
Gabriel Pereira,Male,18,Urban,Close to Home,2 to 5 hours,0,Low,High,High,10,194,151
Gabriel Pereira,Female,17,Urban,Close to Home,Less than 2 hours,0,Very Low,High,Normal,4,195,254
Gabriel Pereira,Female,17,Urban,Course Preference,5 to 10 hours,0,Very Low,Very Low,High,0,196,40
Gabriel Pereira,Female,17,Rural,School Reputation,2 to 5 hours,0,Very Low,Low,Very High,0,197,162
Gabriel Pereira,Female,17,Urban,School Reputation,5 to 10 hours,0,Very Low,Very Low,Very High,12,121,163
Gabriel Pereira,Female,16,Urban,Other,2 to 5 hours,0,Very Low,Very Low,Normal,0,198,164
Gabriel Pereira,Male,18,Urban,Close to Home,2 to 5 hours,3,Very High,Very High,High,9,199,11
Gabriel Pereira,Female,16,Urban,Close to Home,5 to 10 hours,0,Very Low,Very Low,Very High,4,200,32
Gabriel Pereira,Female,18,Rural,School Reputation,2 to 5 hours,0,Very Low,Very Low,High,4,70,107
Gabriel Pereira,Female,17,Urban,Course Preference,2 to 5 hours,0,Very Low,Normal,Normal,2,35,84
Gabriel Pereira,Male,17,Urban,School Reputation,2 to 5 hours,0,Very Low,Normal,Normal,0,201,2
Gabriel Pereira,Male,18,Urban,Course Preference,2 to 5 hours,0,High,Very High,Normal,2,139,101
Gabriel Pereira,Female,17,Urban,Course Preference,5 to 10 hours,0,Very Low,Low,Normal,0,202,142
Gabriel Pereira,Female,17,Urban,School Reputation,2 to 5 hours,0,Very Low,Low,Normal,0,20,142
Gabriel Pereira,Male,17,Rural,Course Preference,2 to 5 hours,0,Very Low,Very Low,Very Low,0,153,291
Gabriel Pereira,Male,17,Urban,School Reputation,2 to 5 hours,0,Very Low,Normal,Low,0,30,168
Gabriel Pereira,Male,16,Urban,School Reputation,2 to 5 hours,0,Low,High,Very Low,0,203,97
Gabriel Pereira,Male,16,Urban,Close to Home,2 to 5 hours,0,Very Low,Very Low,Very High,2,204,277
Gabriel Pereira,Male,16,Urban,School Reputation,5 to 10 hours,0,Very Low,Normal,Low,0,205,107
Gabriel Pereira,Male,17,Urban,Close to Home,2 to 5 hours,0,Very High,Very High,High,0,206,292
Gabriel Pereira,Female,16,Urban,Close to Home,Less than 2 hours,0,Very Low,Very Low,Very High,4,74,15
Gabriel Pereira,Female,16,Urban,Close to Home,2 to 5 hours,0,Very Low,Low,Very High,0,338,107
Gabriel Pereira,Female,18,Urban,Course Preference,2 to 5 hours,1,Very Low,Very Low,Normal,18,339,63
Gabriel Pereira,Female,18,Urban,Course Preference,2 to 5 hours,1,Very Low,Very Low,Very High,16,340,293
Gabriel Pereira,Female,18,Urban,Course Preference,Less than 2 hours,1,Very Low,Very Low,Normal,14,86,294
Gabriel Pereira,Male,18,Urban,Course Preference,Less than 2 hours,1,Low,Low,Very Low,26,341,295
Gabriel Pereira,Male,17,Urban,Course Preference,Less than 2 hours,0,Very Low,Low,Very High,6,30,296
Gabriel Pereira,Female,17,Urban,Course Preference,2 to 5 hours,0,Very Low,Very Low,Normal,4,342,145
Gabriel Pereira,Female,17,Urban,Course Preference,5 to 10 hours,0,Very Low,Low,High,10,343,149
Gabriel Pereira,Female,16,Urban,Course Preference,Less than 2 hours,0,Very Low,Low,Very High,4,344,134
Gabriel Pereira,Female,17,Rural,Course Preference,2 to 5 hours,0,Very Low,Very Low,Normal,2,207,171
Gabriel Pereira,Female,17,Rural,Course Preference,Less than 2 hours,1,Very Low,Very Low,Very High,14,345,297
Gabriel Pereira,Male,18,Urban,School Reputation,2 to 5 hours,0,Normal,Very High,Low,16,208,172
Gabriel Pereira,Female,17,Urban,Close to Home,Less than 2 hours,1,Very Low,Very Low,Very Low,8,346,298
Gabriel Pereira,Female,17,Rural,Course Preference,5 to 10 hours,0,Very Low,Normal,Very High,4,3,40
Gabriel Pereira,Female,17,Urban,Course Preference,2 to 5 hours,0,Very Low,Very Low,High,4,347,65
Gabriel Pereira,Male,17,Urban,Course Preference,2 to 5 hours,0,Very Low,High,Very High,8,209,173
Gabriel Pereira,Male,17,Rural,Course Preference,2 to 5 hours,0,Low,Normal,High,0,210,63
Gabriel Pereira,Male,16,Urban,Course Preference,Less than 2 hours,0,Very Low,Very Low,Normal,7,211,137
Gabriel Pereira,Male,16,Urban,Course Preference,Less than 2 hours,0,Very Low,Low,Very High,4,212,50
Gabriel Pereira,Female,17,Urban,Course Preference,2 to 5 hours,0,Very Low,High,Very High,2,200,299
Gabriel Pereira,Male,17,Rural,Close to Home,5 to 10 hours,0,Very Low,Very Low,Very Low,2,80,148
Gabriel Pereira,Female,17,Urban,Close to Home,5 to 10 hours,0,Low,Normal,Very High,10,164,103
Gabriel Pereira,Female,17,Urban,Course Preference,2 to 5 hours,0,Very Low,Very Low,High,10,121,300
Gabriel Pereira,Female,18,Urban,Course Preference,5 to 10 hours,0,Very Low,Very Low,Normal,10,213,301
Gabriel Pereira,Male,16,Urban,Course Preference,Less than 2 hours,0,Very Low,Very Low,High,7,74,63
Gabriel Pereira,Female,17,Urban,Course Preference,2 to 5 hours,0,Very Low,Low,Very High,4,134,74
Gabriel Pereira,Male,17,Urban,Course Preference,Less than 2 hours,0,Very Low,Very Low,Low,2,175,175
Gabriel Pereira,Male,20+,Urban,Other,Less than 2 hours,3,Very High,Very High,Very Low,12,214,176
Gabriel Pereira,Male,18,Rural,Course Preference,2 to 5 hours,0,Very Low,Normal,Very High,8,215,177
Gabriel Pereira,Male,16,Urban,Other,Less than 2 hours,0,Low,High,Very High,0,216,279
Gabriel Pereira,Male,18,Urban,Course Preference,Less than 2 hours,0,Low,High,Very High,8,96,178
Gabriel Pereira,Male,16,Urban,School Reputation,2 to 5 hours,1,Very Low,Normal,Low,4,217,179
Gabriel Pereira,Male,18,Urban,Other,Less than 2 hours,2,Low,Very High,Very High,4,218,180
Gabriel Pereira,Male,16,Rural,Course Preference,Less than 2 hours,0,Very Low,Normal,Normal,2,219,181
Gabriel Pereira,Male,17,Rural,Course Preference,Less than 2 hours,0,Low,High,Very High,0,74,61
Gabriel Pereira,Male,17,Urban,Course Preference,Less than 2 hours,1,Very Low,Low,Very High,0,220,23
Gabriel Pereira,Female,18,Urban,Course Preference,2 to 5 hours,0,Very Low,Normal,Very High,2,348,302
Gabriel Pereira,Female,17,Urban,School Reputation,More than 10 hours,0,Very Low,Very Low,High,2,221,250
Gabriel Pereira,Female,19,Urban,Close to Home,2 to 5 hours,0,Very Low,Very Low,Very High,0,349,63
Gabriel Pereira,Male,18,Urban,Course Preference,2 to 5 hours,1,High,High,Very High,4,350,303
Gabriel Pereira,Female,17,Rural,Course Preference,5 to 10 hours,0,Very Low,Normal,Very High,2,257,80
Gabriel Pereira,Female,18,Urban,Close to Home,5 to 10 hours,0,Low,Normal,Normal,4,351,304
Gabriel Pereira,Female,18,Rural,Close to Home,2 to 5 hours,0,Very Low,Very Low,Very High,4,199,305
Gabriel Pereira,Male,19,Urban,School Reputation,2 to 5 hours,0,Very Low,Very Low,Very Low,4,222,182
Gabriel Pereira,Male,18,Urban,Close to Home,2 to 5 hours,0,Very Low,Low,High,2,133,97
Gabriel Pereira,Male,17,Rural,Other,Less than 2 hours,0,Very Low,Very Low,High,0,352,306
Gabriel Pereira,Female,17,Urban,Course Preference,More than 10 hours,0,Very Low,Very Low,Low,2,223,307
Gabriel Pereira,Female,20,Rural,Course Preference,2 to 5 hours,0,Very Low,Low,Low,8,353,308
Gabriel Pereira,Female,18,Urban,Close to Home,2 to 5 hours,0,Very Low,Normal,Low,2,224,213
Gabriel Pereira,Male,18,Urban,Course Preference,2 to 5 hours,0,Very Low,Very Low,Normal,2,21,279
Gabriel Pereira,Male,18,Rural,Course Preference,5 to 10 hours,0,Very Low,Very Low,Normal,2,35,181
Gabriel Pereira,Female,17,Urban,Close to Home,5 to 10 hours,0,Very Low,Very Low,High,2,225,185
Gabriel Pereira,Female,18,Urban,Close to Home,5 to 10 hours,0,Very Low,Very Low,Normal,0,226,107
Gabriel Pereira,Male,17,Urban,Close to Home,Less than 2 hours,0,Low,Normal,High,8,153,309
Gabriel Pereira,Male,18,Rural,School Reputation,2 to 5 hours,0,Normal,High,Very Low,6,227,162
Gabriel Pereira,Male,17,Urban,Other,2 to 5 hours,0,Normal,High,Very High,0,228,203
Gabriel Pereira,Female,18,Rural,School Reputation,2 to 5 hours,0,Low,Low,High,8,229,80
Gabriel Pereira,Male,18,Urban,School Reputation,2 to 5 hours,0,Very Low,Normal,Very High,4,230,270
Gabriel Pereira,Female,18,Rural,School Reputation,2 to 5 hours,0,Very Low,Low,Normal,12,74,119
Gabriel Pereira,Female,19,Urban,Close to Home,2 to 5 hours,0,Normal,Normal,Very High,16,231,153
Gabriel Pereira,Female,18,Urban,School Reputation,More than 10 hours,0,Very Low,Normal,Low,10,232,173
Gabriel Pereira,Female,18,Urban,Close to Home,2 to 5 hours,0,Very Low,Very Low,Normal,2,233,304
Gabriel Pereira,Male,17,Rural,Close to Home,2 to 5 hours,0,Low,Low,Very Low,2,234,310
Gabriel Pereira,Female,18,Urban,Close to Home,2 to 5 hours,0,Very Low,Low,Very Low,8,74,311
Gabriel Pereira,Female,17,Urban,School Reputation,2 to 5 hours,0,Very Low,Very Low,Very Low,6,235,177
Gabriel Pereira,Female,17,Urban,Course Preference,2 to 5 hours,0,Low,Normal,Very High,6,236,130
Gabriel Pereira,Female,18,Rural,Close to Home,2 to 5 hours,0,Very Low,Very Low,Very High,15,237,193
Gabriel Pereira,Male,18,Urban,Close to Home,Less than 2 hours,0,Very Low,High,Normal,6,238,97
Gabriel Pereira,Female,18,Urban,School Reputation,2 to 5 hours,1,Very Low,Very Low,High,2,239,58
Gabriel Pereira,Female,17,Urban,School Reputation,5 to 10 hours,0,Very Low,Very Low,Very Low,8,354,260
Gabriel Pereira,Female,19,Rural,School Reputation,2 to 5 hours,1,High,Normal,Normal,0,355,312
Gabriel Pereira,Male,18,Urban,Course Preference,Less than 2 hours,0,Very Low,Low,Very Low,0,240,250
Gabriel Pereira,Male,18,Urban,Close to Home,Less than 2 hours,0,Low,High,High,10,356,313
Gabriel Pereira,Male,17,Urban,Close to Home,Less than 2 hours,0,Low,High,Very High,22,241,314
Gabriel Pereira,Male,17,Urban,Close to Home,Less than 2 hours,0,Normal,High,Normal,18,242,7
Gabriel Pereira,Female,18,Rural,School Reputation,More than 10 hours,0,Very Low,Very Low,Normal,2,243,51
Gabriel Pereira,Female,18,Urban,Close to Home,2 to 5 hours,0,Very Low,Very Low,High,0,244,196
Gabriel Pereira,Female,17,Urban,Course Preference,2 to 5 hours,0,Very Low,Low,Very High,12,73,197
Gabriel Pereira,Female,18,Urban,School Reputation,2 to 5 hours,0,Very Low,Very Low,Very High,10,74,315
Gabriel Pereira,Male,17,Urban,School Reputation,2 to 5 hours,0,Very Low,Low,High,0,80,2
Gabriel Pereira,Female,18,Urban,Other,5 to 10 hours,0,Very Low,Low,Low,0,196,63
Gabriel Pereira,Female,17,Urban,School Reputation,5 to 10 hours,0,Very Low,Very Low,Normal,0,245,63
Gabriel Pereira,Male,18,Urban,School Reputation,5 to 10 hours,0,Very Low,Normal,Low,0,246,97
Gabriel Pereira,Male,18,Urban,School Reputation,2 to 5 hours,0,Very Low,Very Low,Low,0,102,35
Gabriel Pereira,Male,18,Urban,Close to Home,2 to 5 hours,0,Very Low,High,Very High,2,49,149
Gabriel Pereira,Female,17,Urban,School Reputation,5 to 10 hours,0,Very Low,Low,Normal,0,48,175
Gabriel Pereira,Female,17,Rural,School Reputation,More than 10 hours,0,Very Low,Very Low,Normal,0,248,316
Gabriel Pereira,Male,18,Rural,School Reputation,5 to 10 hours,0,Very Low,Very Low,High,0,249,96
Gabriel Pereira,Male,17,Urban,Close to Home,Less than 2 hours,0,Very Low,Normal,Very High,0,250,69
Gabriel Pereira,Female,19,Urban,School Reputation,2 to 5 hours,0,Low,Normal,Low,2,251,80
Gabriel Pereira,Female,18,Urban,Close to Home,2 to 5 hours,0,Very Low,Low,Low,0,252,290
Gabriel Pereira,Female,18,Urban,School Reputation,More than 10 hours,0,Very Low,Very Low,Normal,0,253,63
Gabriel Pereira,Male,18,Urban,Close to Home,Less than 2 hours,0,Low,Low,Very Low,0,254,284
Gabriel Pereira,Female,18,Urban,Close to Home,2 to 5 hours,0,Very Low,Very Low,High,0,255,317
Gabriel Pereira,Male,17,Urban,Close to Home,Less than 2 hours,0,Low,Low,Very High,0,256,318
Gabriel Pereira,Female,17,Rural,School Reputation,5 to 10 hours,0,Very Low,Very Low,Very High,0,212,80
Gabriel Pereira,Female,17,Urban,School Reputation,5 to 10 hours,0,Very Low,Very Low,Normal,0,257,63
Gabriel Pereira,Female,17,Urban,School Reputation,More than 10 hours,0,Very Low,Low,Very High,0,258,319
Gabriel Pereira,Male,19,Rural,Course Preference,5 to 10 hours,1,Very Low,Very Low,Very High,0,357,315
Gabriel Pereira,Male,20,Urban,Course Preference,Less than 2 hours,2,Very Low,Very Low,Very High,0,260,204
Gabriel Pereira,Male,19,Rural,School Reputation,2 to 5 hours,0,Very Low,Low,Very High,0,146,206
Gabriel Pereira,Female,18,Urban,Close to Home,2 to 5 hours,0,Very Low,Low,Very High,2,358,320
Gabriel Pereira,Female,18,Urban,Course Preference,2 to 5 hours,0,Very Low,Low,Very Low,2,269,40
Gabriel Pereira,Female,17,Urban,Course Preference,2 to 5 hours,0,Very Low,Very Low,Normal,2,359,321
Gabriel Pereira,Female,17,Rural,Course Preference,Less than 2 hours,0,Very Low,Very Low,Very High,2,30,23
Gabriel Pereira,Female,18,Urban,Course Preference,5 to 10 hours,0,Very Low,Very Low,Very High,2,270,146
Gabriel Pereira,Female,18,Urban,Course Preference,Less than 2 hours,0,Very Low,High,Very Low,8,360,151
Gabriel Pereira,Female,17,Rural,Course Preference,5 to 10 hours,0,Low,Very High,Very High,2,271,84
Gabriel Pereira,Female,18,Urban,Course Preference,2 to 5 hours,0,Very Low,Very Low,Normal,8,361,322
Gabriel Pereira,Male,19,Urban,Course Preference,2 to 5 hours,0,Very Low,Very Low,Very Low,9,362,203
Gabriel Pereira,Female,18,Urban,Course Preference,2 to 5 hours,0,Normal,Normal,Very High,0,229,7
Gabriel Pereira,Female,18,Urban,Course Preference,Less than 2 hours,0,Very Low,Very Low,Very Low,4,10,203
Gabriel Pereira,Female,17,Urban,Course Preference,Less than 2 hours,0,Very Low,Low,Very High,2,363,80
Gabriel Pereira,Female,17,Urban,Course Preference,2 to 5 hours,0,Very Low,Low,Very High,14,272,103
Gabriel Pereira,Female,17,Urban,Close to Home,2 to 5 hours,0,Very Low,Very Low,Very High,0,364,258
Gabriel Pereira,Female,17,Urban,Close to Home,2 to 5 hours,0,Low,Low,Low,2,365,250
Gabriel Pereira,Male,18,Urban,School Reputation,Less than 2 hours,0,Normal,High,Very High,2,366,323
Gabriel Pereira,Female,19,Urban,Course Preference,5 to 10 hours,0,High,Normal,Very High,12,367,324
Gabriel Pereira,Female,19,Urban,Course Preference,2 to 5 hours,2,Very Low,Very Low,High,2,368,302
Gabriel Pereira,Female,18,Urban,Course Preference,Less than 2 hours,0,Low,High,Very High,2,27,269
Gabriel Pereira,Female,17,Urban,Course Preference,2 to 5 hours,0,Very Low,Very Low,Normal,4,27,216
Gabriel Pereira,Female,17,Rural,Course Preference,5 to 10 hours,0,Low,Low,Normal,0,273,111
Gabriel Pereira,Female,17,Urban,Course Preference,5 to 10 hours,0,Low,Normal,Very High,0,274,217
Gabriel Pereira,Female,17,Urban,Close to Home,5 to 10 hours,0,Low,Normal,Low,0,275,63
Gabriel Pereira,Female,18,Urban,Close to Home,5 to 10 hours,0,Very Low,Low,Low,0,183,18
